#;name;country;state;massif;length_decimals;length;depth_decimals;depth;entrances;terrain_type;source;updated_year;updated_month
668;Jashchik Pandora, ESB;Russia;-;-;10100,00;10100;0,00;0;0;Limestone;Caves and Caving I59P34S;2017;6
667;Pestera Cornilor;Romania;Muntii Padurea Craiului;-;10140,00;10140;0,00;0;0;Limestone;Romania-Natural;2022;8
666;Blissits Cave;USA;Kentucky;Breckenridge;10150,13;10150;0,00;0;0;Limestone;Ft. Knox Grotto/Lowcrawler Newsletter;1985;11
661;Reinvikgrotta;Norway;-;Sorfold;10200,00;10200;0,00;0;0;Limestone;David stPierre;2016;1
659;Cueva del Arroyo Grande;Mexico;Chiapas;-;10207,00;10207;0,00;0;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
657;Grutas de Rancho Nuevo (San Cristobal);Mexico;Chiapas;-;10218,00;10218;0,00;0;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
654;Fallen Rock Cave;USA;Virginia;Tazewell;10280,49;10280;0,00;0;0;Limestone;Virginia Speleological Survey;2016;6
650;Clarks Cave;USA;Virginia;Bath;10354,52;10354;0,00;0;0;Limestone;Virginia Speleological Survey;1994;8
649;Actun K†ua;Mexico;Yucat†n;-;10360,00;10360;0,00;0;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
638;Antsatrabonko;Madagascar;Ambilobe;Ankarana;10475,00;10475;0,00;0;0;Limestone;Atlas of the Great Caves and Karst of Africa Part 1;2017;6
636;Yagodinska Cave;Bulgaria;Yagodina;Rhodope Mountains;10500,00;10500;0,00;0;0;Limestone;Wikipedia;2022;8
626;Vorontsovskaja, WC;Russia;-;-;10640,00;10640;0,00;0;0;Limestone;Caves and Caving I59P34S;2017;6
617;Pestera Polovragi;Romania;Muntii Capatanii;-;10793,00;10793;0,00;0;0;Limestone;Romania-Natural;2022;8
612;Ambatoanjahana;Madagascar;Ambilobe;Ankarana;10810,00;10810;0,00;0;0;Limestone;Atlas of the Great Caves and Karst of Africa Part 1;2017;6
608;Cueva de la Mano;Mexico;Oaxaca;-;10841,00;10841;0,00;0;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
604;Sistema Quijada de Jaguar (Jaguar Jaw);Mexico;Quintana Roo;Tulum;10900,00;10900;0,00;0;0;Limestone;QRSS Long Caves List;2021;5
590;Mira de Aire;Portugal;;;11000,00;11000;0,00;0;0;Limestone;http://liveportugal.pt/en/mira-de-aire-caves/;1999;1
591;Khabjui;Georgia;-;-;11000,00;11000;0,00;0;0;Limestone;;;
592;Tskhogorskaja 1-2-Troja, NRP;Georgia;-;-;11000,00;11000;0,00;0;0;Limestone;;2016;1
580;Devils Icebox;USA;Missouri;Boone;11249,30;11249;0,00;0;0;Limestone;Jeff Crews Email;2024;7
578;Tham Ban Chom Ong;Laos;-;Oudoaxay;11300,00;11300;0,00;0;0;Limestone;;;
569;Complejo de los Covachos de Pe§ajorao;Spain;Cantabria;Camargo;11500,00;11500;0,00;0;0;Limestone;Pepe Membrado e-mail;2022;7
561;Sistema Rotablin;Spain;Cantabria;Reocin;11596,00;11596;0,00;0;0;Limestone;Pepe Membrado e-mail;2022;7
560;Lisanby Cave;USA;Kentucky;Caldwell;11619,46;11619;0,00;0;0;Limestone;Mike Dyas;1989;6
554;LZ/YZ-31;Spain;Canarias Island;Lanzarote;11700,00;11700;0,00;0;0;Lava;Laurens Smets e-mail;2022;12
548;Sistema Atepetaco (Miquizco + Viento + Mama Mia);Mexico;Puebla;-;11876,00;11876;0,00;0;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
547;Labyrinthe d'Antsarahaso;Madagascar;Andraafiamena;Analamera;11879,00;11879;0,00;0;0;Limestone;Atlas of the Great Caves and Karst of Africa Part 1;;
546;Pixan Bel;Mexico;Quintana Roo;Tulum;11899,00;11899;0,00;0;0;Limestone;QRSS Long Caves List;2021;5
537;Cueva Pitch;Mexico;-;-;12000,00;12000;0,00;0;0;Limestone;Eric Madelanine list;2006;7
544;Räseau de Lavayssiere;France;-;-;12000,00;12000;0,00;0;0;Limestone;Eric Madelanine list;2006;7
534;Sistema Chango Mistico;Mexico;Quintana Roo;Tulum;12006,00;12006;0,00;0;0;Limestone;QRSS Long Caves List;2021;5
532;Andriafiabe;Madagascar;Ambilobe;Ankarana;12030,00;12030;0,00;0;0;Limestone;Eric Madelanine list;;
524;Gardner's Gut;New Zealand;South Island;Waitomo;12197,00;12197;0,00;0;0;Limestone;Eric Madelanine list;2016;1
523;Atlixicaya;Mexico;-;-;12200,00;12200;0,00;0;0;Limestone;Eric Madelanine list;2006;7
522;Gua Salukkan Kallang;Indonesia;Sulawesi Selatan;Kappang;12260,00;12260;0,00;0;0;Limestone;Caves of Malaysia;2017;6
517;Mactingol Cave;Philippines;Samar Island;-;12300,00;12300;0,00;0;0;Limestone;Atlas of the Great Caves and Karst of Southeast Asia P211;2021;10
507;Whistling Cave;USA;Indiana;Lawrence;12568,98;12568;0,00;0;0;Limestone;Long cave list for Indiana, Indiana Cave Survey;2017;3
505;Lee Cave;USA;Kentucky;Edmonson;12580,24;12580;0,00;0;0;Limestone;CRF;1987;8
489;Cueva del Carcabon;Spain;Cantabria;Sierra de Homijo;12992,00;12992;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2022;8
481;Sistema de Joblegïn;Spain;Cantabria;Reocin;13000,00;13000;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2021;2
482;Okshola-Kristihola;Norway;-;Fauske;13000,00;13000;0,00;0;0;Limestone;David stPierre;2016;6
476;Sistema de Pozalaqgua;Spain;Burgos/Araba;Sierra Salvada;13036,00;13036;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2021;2
474;?piljski sustav Panjkov ponor - Mu?kinja - Varicakova;Croatia;Nova Kr?ija;Kurdun;13052,00;13052;0,00;0;0;Limestone;Aida Bari?ic e-mail;2022;6
473;Sistema Yaxchen East;Mexico;-;-;13090,00;13090;0,00;0;0;Limestone;Eric Madelanine list;2006;7
464;Cueva de el Tobazo;Spain;Cantabria;Valderredible;13256,00;13256;0,00;0;0;Limestone;Pepe Membrado e-mail;2025;1
462;Tham Thon-Tham Houey Sam Boun;Laos;Khammouane;Thakhek;13309,00;13309;0,00;0;0;Limestone;Caves of Malaysia;;
452;Anjohy Kibojenjy;Madagascar;Bemaraha;Bekopaka;13717,00;13717;0,00;0;0;Limestone;Atlas of the Great Caves and Karst of Africa Part 1 P164;2009;7
450;AIXA-Ibarrengo;Spain;Guipuzkoa;Itziar;13754,00;13754;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2021;2
443;Webster Cave Complex;USA;Kentucky;Breckenridge;13972,32;13972;0,00;0;0;Limestone;Ben Tobin WCCSG e-mail;2016;6
439;gruta de Almonda;Portugal;-;-;14000,00;14000;0,00;0;0;Limestone;Eric Madelanine list;2016;1
434;Fuchslabyrinth;Germany;Badem-Wurittenburg;-;14261,00;14261;0,00;0;0;Limestone;Andreas Wolf List of Longest Caves in Germany;2016;12
424;Complejo Piscarciano-Vacas-Arenas;Spain;Burgos;Haz de Arreba;14642,00;14642;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2021;2
412;Gratta Su Bentu - Sa Oche;Italy;Sardinia;Nuoro;15000,00;15000;0,00;0;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2017;6
414;Sistema Constantino;Cuba;Pinar del Rio;-;15000,00;15000;0,00;0;0;Limestone;WLCL;;
410;Megamania Cave;New Zealand;South Island;Heaphy Valley;15007,00;15007;0,00;0;0;Limestone;Lindsay Main NZ Speleological Soc. Info Officer;2022;8
408;Tham Xe Bang Fai;Laos;Khammouane;Thakhek;15180,00;15180;0,00;0;0;Limestone;Caves of Malaysia;2009;7
406;Cueva de Alpazat;Mexico;Puebla;-;15200,00;15200;0,00;0;0;Limestone;http://www.amcs-pubs.org/longanddeep.html;2016;1
404;Boqueir∆o;Brazil;Bahia;Carinhanha;15240,00;15240;0,00;0;0;Limestone;As Maiores Cavernas Do Basil;2020;1
403;Hang Vom;Vietnam;Quang Binh;Phong Nha-Ke Bang;15310,00;15310;0,00;0;0;Limestone;Peter MacNab e-mail;2008;7
393;Hidden River Cave;USA;Kentucky;Hart;15871,76;15871;0,00;0;0;Limestone;Dave West email;2024;7
380;Blauhïhlensystem;Germany;Badem-Wurittenburg;-;16180,00;16180;0,00;0;0;Limestone;Kurt Kohler e-mail;2016;12
372;Gruta do Padre;Brazil;Bahia;Santana;16390,00;16390;0,00;0;0;Limestone;As Maiores Cavernas Do Basil;2020;1
373;Lapa S∆o Vicente l;Brazil;Goias;Sao Domingos;16390,00;16390;0,00;0;0;Limestone;As Maiores Cavernas Do Basil;2020;1
367;James (Thousand Domes) Cave;USA;Kentucky;Edmonson;16495,78;16495;0,00;0;0;Limestone;Glenn Merrill;1984;7
366;Lapa Doce ll;Brazil;Iraquara;Bahia;16500,00;16500;0,00;0;0;Limestone;As Maiores Cavernas Do Basil;2020;1
360;Complesso Ispinigoli - S.Giovanni Su Anzu-Nurachi;Italy;Sardinia;Dorgali;17000,00;17000;0,00;0;0;Limestone;Speleologia N68P102-103;2016;6
361;Katalehkhor Cave;Iran;Zanjan;-;17000,00;17000;0,00;0;0;Limestone;-;;
362;Petroglyph Cave (part of the Caves Branch S.);Belize;-;-;17000,00;17000;0,00;0;0;Limestone;Tom Miller e-mail;2016;1
357;Conjunto Santa Rita;Brazil;Iraquara;Bahia;17050,00;17050;0,00;0;0;Limestone;As Maiores Cavernas Do Basil;2020;1
356;Tham Chom Ong System;Laos;Xai;Oudoaxay;17150,00;17150;0,00;0;0;Limestone;Eurospeleo Magazine N2P66;2009;7
354;Duobing Dong;China;Guizhou;Xiuwen/Xifeng;17210,00;17210;0,00;0;0;Limestone;http://www.grottes-et-karsts-de-chine.org/npds/gkc_rcdev50.php?;2015;2
347;Grotta del Bue Marino;Italy;Sardinia;Dorgali;17400,00;17400;0,00;0;0;Limestone;Speleologia N68P102-103;2016;6
337;Goochland - Poplar Cave Complex;USA;Kentucky;Rockcastle;17992,47;17992;0,00;0;0;Limestone;Kentucky Speleo-Fest Guidebook;2016;6
334;Cueva de Mairuelegorreta;Spain;Araba;Gorbea;18088,00;18088;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2018;8
333;Ambatoharanana;Madagascar;Ambilobe;Ankarana;18100,00;18100;0,00;0;0;Limestone;Atlas - Great Caves of the world;;
327;Cueva del Saman;Venezuela;Edo Zulia;Fundo las Pis.;18200,00;18200;0,00;0;0;Sandstone;Franco Urbani;2017;6
323;Rhar Bou Ma'za (Tafna River Cave);Algeria;Terni;Tlemcen range;18400,00;18400;0,00;0;0;Limestone;Atlas - Great Caves of the World;2017;6
321;Complesso Mutera - Fantozzi;Italy;Piemonte;Ormea;18403,00;18403;0,00;0;0;Limestone;Speleologia N68P102-103;2016;6
319;Wells Cave;USA;Kentucky;Pulaski;18501,02;18501;0,00;0;0;Limestone;NSS News V57N10P308;1999;10
308;Wit Tamdoun;Morocco;Agadir;Immouzer;19128,00;19128;0,00;0;0;Limestone;Caves & Caving I84;;
298;Cueva del Tornero;Spain;Guadalajara;Alto Tajo;20000,00;20000;0,00;0;0;Limestone;Jose Luis Membrado e-mail;20223;4
290;Pielklieng-Sielkan Pouk river cave;India;Meghalaya;Jaintia Hills;20522,00;20522;0,00;0;0;Limestone;Descent N275P15;2009;7
276;Krem Tyngheng/Diengjem;India;Meghalaya;Jaintia Hills;21775,00;21775;0,00;0;0;Limestone;Descent 243 P33;2017;6
273;Abisso Bueno Fonteno;Italy;Lombardia;Fonteno;22000,00;22000;0,00;0;0;Limestone;Speleologia N68P102-103;2016;6
270;Baishui Dong;China;Guizhou;Jiang Kou;22450,00;22450;0,00;0;0;Limestone;http://www.grottes-et-karsts-de-chine.org/npds/gkc_rcdev50.php?;2016;8
262;Conjunto Sao Mateus/Imbira;Brazil;Goias;Sao Domingos;22630,00;22630;0,00;0;0;Limestone;As Maiores Cavernas Do Basil;2020;1
255;Cuevas de Bellamar;Cuba;Matanzas;-;23000,00;23000;0,00;0;0;Limestone;http://www.ecured.cu/index.php/Cuevas_de_Bellamar;2016;10
251;Sistema Crustacea;Mexico;Quintana Roo;Tulum;23183,00;23183;0,00;0;0;Limestone;CINDAQ annual project report;2024;2
250;Cueva del Soplao;Spain;Cantabria;Sierra de Arnero;23253,00;23253;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2019;10
243;Akkado;Japan;Iwate;-;23700,00;23700;0,00;0;0;Limestone;-;2016;5
244;Akkado (Akiyoshido);Japan;Iwate;-;23700,00;23700;0,00;0;0;Limestone;-;;
238;Cueva Guerta;Spain;Asturias;Pena Biguere;23919,00;23919;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2025;3
233;Foglepole Cave;USA;Illinois;Monroe;24140,16;24140;0,00;0;0;Limestone;NSS News V56N4P114;1998;4
227;Complejo de Orbaneja del Castillo;Spain;Burgos;-;25000,00;25000;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2021;1
212;Gran Sistema Cavernaio de Fuentes;Cuba;Pinae del Rio;Sierra de Mesa;26000,00;26000;0,00;0;0;Limestone;The International Caver #8;2017;6
213;Perdidos (sis.cavernario de los);Cuba;Pinar del Rio;S. del Roario;26000,00;26000;0,00;0;0;Limestone;Speleolgia;2017;5
195;Thornhill Cave System;USA;Kentucky;Breckenridge;27732,22;27732;0,00;0;0;Limestone;Arron Reed Louisville Grotto e-mail;2016;1
194;Old Homestead Cave;Australia;Western Australia;Nullarbor Plain;28000,00;28000;0,00;0;0;Limestone;International Caver No.7;2017;6
181;Tham Nam Non System;Laos;Khammouane;Thakhek;29500,00;29500;0,00;0;0;Limestone;Caves of Malaysia;2009;7
173;Krem Liat Prah/Um IM/Labbit M /RUBONG;India;Meghalaya;Jaintia Hills;31279,00;31279;0,00;0;0;Limestone;Descent N275P15;;
165;Terikan System (Rising, East, West);Malaysia;Sarawak;Mulu;32572,00;32572;0,00;0;0;Limestone;Mulu Caves Project;2019;8
154;Majaguas-Cantera (sis.caverna.);Cuba;Pinar del Rio;S.de San Carlo;34000,00;34000;0,00;0;0;Limestone;The International Caver;2017;6
142;Cueva de Udias;Spain;Cantabria;-;35196,00;35196;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2021;11
126;Sistema de Pan de Azucar;Cuba;Pinar del Rio;S.del Rosario;38000,00;38000;0,00;0;0;Limestone;The NSS News V57N10P300;1999;10
99;Santo Tomas (gran caverna de);Cuba;Pinar del Rio;S. de Quemadas;46000,00;46000;0,00;0;0;Limestone;The NSS News V57N10P300;1999;10
96;Sistema Garra de Jaguar (Jaguar Claw);Mexico;Quintana Roo;Tulum;47088,00;47088;0,00;0;0;Limestone;QRSS Long Caves List;2021;11
89;Sistema Itxina'pe Sarea;Spain;Bizkaia;Gorbea;49150,00;49150;0,00;0;0;Limestone;Jose Luis Membrado e-mail;2016;10
76;Gr. Caverna de Palmarito;Cuba;Pinar del Rio;S. de Vinales;54000,00;54000;0,00;0;0;Limestone;Info CREI 2001 N10;2017;6
70;Prometheus Cave System;Australia;Northern Territory;Judbarra-Gregory National Park;57000,00;57000;0,00;0;0;Limestone;Mark Sefton e-mail;2024;3
56;Dingo Caves System;Australia;Northern Territory;Judbarra-Gregory National Park;66000,00;66000;0,00;0;0;Limestone;Mark Sefton e-mail;2024;3
379;Sarah Furnace (Porter's) Cave;USA;Pennsylvania;Clarion;16221,00;16221;6,40;6;0;Limestone;Bert Ashbrook e-mail;2025;1
564;Cueva Quebrada;Mexico;Quintana Roo;Tulum;11555,30;11555;9,40;9;0;Underwater;QRSS Long Caves List;2019;7
671;D.C. Jester Cave System;USA;Oklahoma;Greer;10065,00;10065;10,70;10;0;Gypsum;Sue Bozeman;1988;3
461;Orlova Chouka (Eagle Hammer);Bulgaria;Ruse;Danubian Plane;13437,00;13437;12,00;12;0;Limestone;Eric Madelanine list;2006;7
91;Sistema Toh Ha;Mexico;Quintana Roo;Tulum;47746,00;47746;12,80;12;0;Underwater;QRSS Long Caves List;2019;7
584;Sistema Cupul Ha (Underwater+Dry);Mexico;Quintana Roo;Tulum;11152,40;11152;14,00;14;0;Underwater;QRSS Long Caves List;2019;7
575;Sistema MOAC;Mexico;Quintana Roo;Tulum;11369,30;11369;14,00;14;0;Underwater;QRSS Long Caves List;2019;7
463;Sistema Nohoch Sac Tatich;Mexico;Quintana Roo;Tulum;13266,00;13266;14,30;14;0;Underwater;QRSS Long Caves List;2021;1
466;Sistema Sac Kai (Paachi Nah);Mexico;Quintana Roo;Tulum;13209,00;13209;15,50;15;0;Underwater;QRSS Long Caves List;2019;7
409;Sof Omar Holluca;Ethiopia;Bale;Ityopya;15100,00;15100;15,00;15;0;Limestone;Atlas - Great Caves of the World;;
376;Sistema Doggi;Mexico;Quintana Roo;Felipe Carrillo Puerto;16307,80;16307;15,50;15;0;Underwater;QRSS Long Caves List;2019;7
293;Anvil Cave (279);USA;Alabama;Morgan;20385,56;20385;15,54;15;0;Limestone;Alabama Cave Survey;1980;4
8;Optymistychna (Optimisticheskaja);Ukraine;Ternopil;Borshchiv;264576,15;264576;15,00;15;0;Gypsum;Marc Ohms FB;;
621;Sherfield's Cave;USA;Arkansas;Newton;10718,23;10718;17,68;17;0;Limestone;Doug Robertson;1992;6
201;Sistema Sand Crack (Underwater);Mexico;Quintana Roo;Tulum;26746,00;26746;17,70;17;0;Underwater;QRSS Long Caves List;2019;7
202;Sistema Sand Crack;Mexico;Quintana Roo;Tulum;26746,00;26746;17,70;17;0;Underwater;QRSS Long Caves List;2019;7
577;Zarathustra Cave (Saltpeter);USA;Tennessee;Fentress;11313,69;11313;18,29;18;0;Limestone;Bill Dean;1986;7
378;Sistema Kulogorskaya-Troya .;Russia;Arkhangelsk;Pinega;16248,00;16248;18,00;18;0;Gypsum;Karst and cave Pinega's - Victor Malkov, Evgeny Gurkalo;2017;6
221;Sistema Nohoch Pek - Muk K'in;Mexico;Quintana Roo;Tulum;25160,00;25160;18,60;18;0;Underwater;QRSS Long Caves List;2019;7
216;Sistema Nohoch Pek - Muk K'in (Underwater);Mexico;Quintana Roo;Tulum;25437,00;25437;18,60;18;0;Underwater;QRSS Long Caves List;2019;7
674;Sistema Muul Three;Mexico;Quintana Roo;Tulum;10052,90;10052;19,20;19;0;Underwater;QRSS Long Caves List;2019;7
579;Manantial del Toro;Dominican Republic;La Altagracia;Boca de Yuma;11270,00;11270;19,00;19;0;Underwater;Olivier Testa e-mail;2020;3
528;Yum Kaax;Mexico;Quintana Roo;Akumal;12107,00;12107;20,00;20;0;Limestone;Jan Sirotek email;2024;1
263;Kryshtaleva (Kristal'naja);Ukraine;Ternopil;Borshchiv;22610,00;22610;20,00;20;0;Gypsum;cavemlynky@gmail.com;2017;9
79;Mlynky;Ukraine;Ternopil;Chortkiv;52923,00;52923;20,00;20;0;Gypsum;cavemlynky@gmail.com;2019;1
558;Paxtons Cave;USA;Virginia;Alleghany;11683,84;11683;21,64;21;0;Limestone;VSS Long Cave List;2015;2
390;Luraville / Telford System;USA;Florida;Suwanee;15991,64;15991;21,95;21;0;Underwater;Andy Higgie e-mail;2022;2
43;Cova des Pas de Vallgornera;Spain;Balearics;Llucmajor;74242,00;74242;21,00;21;0;Limestone;Jose Luis Membrado e-mail;;
494;Sistema Pandora;Mexico;Quintana Roo;Tulum;12891,00;12891;22,60;22;0;Underwater;QRSS Long Caves List;2021;1
18;Bullita Cave System (Burke's Back Yard);Australia;Northern Territory;Judbarra-Gregory National Park;129700,00;129700;23,00;23;0;Limestone;Mark Sefton e-mail;2024;3
478;Climax Cave;USA;Georgia;Decatur;13035,69;13035;24,38;24;0;Limestone;Map;2016;5
418;Sistema Dos Pisos;Mexico;Quintana Roo;Tulum;14756,00;14756;24,40;24;0;Underwater;QRSS Long Caves List;2019;7
208;Powell's Cave System;USA;Texas;Menard;26145,50;26145;24,08;24;0;Limestone;Texas Speleological Survey via Jerry Atkinson e-mail;2021;10
196;Coldwater Cave;USA;Iowa;Winneshiek;27366,89;27366;24,38;24;0;Limestone;Larry Welch e-mail;2016;7
83;Sistema Pool Tunich (Under Water + Dry);Mexico;Quintana Roo;Tulum;50401,00;50401;24,00;24;0;Underwater;QRSS Long Caves List;;
543;Igue de la Vayssiäre;France;Occitanie;-;12000,00;12000;25,00;25;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
460;Sistema Camilo;Mexico;Quintana Roo;Tulum;13442,00;13442;25,00;25;0;Underwater;QRSS Long Caves List;2019;7
425;Cova de sa Gleda - Camp des Pou.;Spain;Balearics;Manacor;14620,00;14620;25,00;25;0;Underwater;Jose Luis Membrado e-mail;2021;3
158;Sistema Nohoch Kai;Mexico;Quintana Roo;Tulum;33505,00;33505;25,90;25;0;Underwater;QRSS Long Caves List;2019;7
25;Entrada Boca Paila;Mexico;Quintana Roo;Tulum;111152,00;111152;26,80;26;0;Underwater;QRSS Long Caves List;2019;7
477;Blanchard Springs Cave;USA;Arkansas;Stone;13035,69;13035;27,40;27;0;Limestone;Dave Bunnell;2001;5
188;Sistema Caterpillar;Mexico;Quintana Roo;Felipe Carrillo Puerto;28253,00;28253;27,10;27;0;Underwater;QRSS Long Caves List;2019;7
587;Sistema Chac Mol (Underwater+Dry);Mexico;Quintana Roo;Tulum;11108,00;11108;28,30;28;0;Underwater;QRSS Long Caves List;2019;7
395;Entrada Caapechen (Cenote Manatee);Mexico;Quintana Roo;Tulum;15638,00;15638;28,00;28;0;Underwater;QRSS Long Caves List;2019;7
364;Cenote Zapote;Mexico;Quintana Roo;Tulum;16768,00;16768;28,00;28;0;Underwater;QRSS Long Caves List;2019;7
271;Sistema Ponderosa (Under Water & Dry);Mexico;Quintana Roo;Tulum;22167,00;22167;28,40;28;0;Underwater;QRSS Long Caves List;2019;7
136;Lost River Cave System;USA;Indiana;Orange;35727,44;35727;28,65;28;0;Limestone;Long cave list for Indiana, Indiana Cave Survey;2017;3
116;Sistema Zapote - Camilo;Mexico;Quintana Roo;Tulum;39004,00;39004;28,00;28;0;Underwater;QRSS Long Caves List;2019;7
669;Sistema Taj Mahal (Underwater+Dry);Mexico;Quintana Roo;Tulum;10094,00;10094;29,90;29;0;Underwater;QRSS Long Caves List;2019;7
631;Perry Water Cave;USA;Texas;Real;10535,00;10535;29,70;29;0;Limestone;Texas Speleological Survey via Jerry Atkinson e-mail;2022;1
400;Springs Cave, Jackson Blue;USA;Florida;Jackson;15436,00;15436;30,50;30;0;Underwater;Ben Martinez e-mail;2018;4
218;Krem Puri (Sandstone);India;Meghalaya;Khasi Hills;25317,00;25317;30,00;30;0;Sandstone;Descent N275P15;;
490;Powder Mill Creek Cave;USA;Missouri;Shannon;12950,39;12950;31,39;31;0;Limestone;M.S.S. Baker;2015;2
397;Sullivan Cave;USA;Indiana;Lawrence;15501,20;15501;32,00;32;0;Limestone;Long cave list for Indiana, Indiana Cave Survey;2017;3
64;Sistema Xunaan Ha (Underwater+Dry);Mexico;Quintana Roo;Tulum;60445,00;60445;33,80;33;0;Underwater;QRSS Long Caves List;2015;2
441;Tapolcai-Barlangrendszer;Hungary;-;-;14000,00;14000;34,80;34;0;Limestone;www.ariadneegyesulet.hu;2017;6
27;Sistema K'oox Baal - Sistema Tux Kupaxa (Underwater+Dry);Mexico;Quintana Roo;Tulum;103100,00;103100;34,40;34;0;Underwater;QRSS Long Caves List;;
392;Sistema Poloma;Belize;Ambergris Caye;;15916,40;15916;35,10;35;0;Underwater;Arielle Ginsberg email;2023;11
258;Grotte de Neuvon;France;Cote-d'Or;Plom.-les-Dij.;22949,00;22949;35,00;35;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
16;Ozerna;Ukraine;Ternopil;Borshchiv;140490,00;140490;35,00;35;0;Gypsum;Vyacheslav Apostolyuk;2017;9
394;Dunbar Cave - Roy Woodard System (Saltpeter);USA;Tennessee;Montgomery;15852,04;15852;36,27;36;0;Limestone;Tony Groves e-mail;2016;9
309;Sistema del Faro-Isla de Mona;Puerto Rico;Isla de Mona;Mayaguez;19100,00;19100;36,00;36;0;Limestone;Marc Ohms e-mail;2017;4
294;Gradys (Mammoth River) Cave System;USA;Kentucky;Hart;20277,73;20277;36,58;36;0;Limestone;Carbide Caver V7I9P111;1998;10
430;Duncan Field System;USA;Oklahoma;Adair;14355,35;14355;37,80;37;0;Limestone;Keith (Andy) Harris e-mail;2017;4
161;Honey Creek Cave;USA;Texas;Comal;33295,00;33295;37,90;37;0;Limestone;Texas Speleological Survey via Jerry Atkinson e-mail;2022;1
468;Corra-Lynn;Australia;-;-;13200,00;13200;38,00;38;0;Limestone;Eric Madelanine list;2006;7
660;Grotte de Trabuc;France;Bourgogne-Franche-Com;-;10206,00;10206;40,00;40;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
488;Räseau Trou qui Fume - Grotte des Duffaits;France;Nouvelle-Aquitaine;-;13000,00;13000;40,00;40;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
52;Botovskaya;Russia;Lrkutsk;Sredne;67747,00;67747;40,00;40;0;Limestone;Alexander Osinzev e-mail;;
670;Spider Cave (C.C.N.P.);USA;New Mexico;Eddy;10091,30;10091;42,10;42;0;Limestone;Paul Burger;2024;2
446;Cassell Cave System;USA;West Virginia;Pocohontas;13872,55;13872;42,67;42;0;Limestone;Gangsta Mappers;2017;10
335;Crumps Spring Cave;USA;Kentucky;Hart;18025,00;18025;42,67;42;0;Limestone;Ronnie Harrison e-mail;2019;3
296;Grotte d'En Gorner;France;Pyrenees-Orientales;Conflent;20100,00;20100;42,00;42;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
259;Rimstone River Cave;USA;Missouri;Perry;22852,68;22852;42,67;42;0;Limestone;M.S.S. Walsh;2015;2
44;Binkley's Cave System;USA;Indiana;Harrison;74190,80;74190;42,67;42;0;Limestone;Gary Roberson e-mail;2024;9
391;Snail Shell Cave System;USA;Tennessee;Rutherford;15974,35;15974;43,89;43;0;Limestone;Jeff Sims;1986;7
106;Moore Cave System (Berome & Tom);USA;Missouri;Perry;42077,80;42077;44,81;44;0;Limestone;Chad McCain e-mail;2024;1
525;Haws Spring Cave;USA;Tennessee;Cannon;12192,39;12192;45,72;45;0;Limestone;TCS;1996;1
495;Räseau Camelot;France;Nouvelle-Aquitaine;-;12750,00;12750;45,00;45;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
232;Groaning Cave;USA;Colorado;Garfield;24140,16;24140;45,42;45;0;Limestone;Derek Bristol e-mail;2016;8
215;Mystery Cave System;USA;Missouri;Perry;25495,23;25495;45,72;45;0;Limestone;M.S.S. Walsh;2015;2
503;Old Bellamy (Derekson)(Santa Fe River Rise) Cave Sys.;USA;Florida;Alachua;12657,49;12657;48,77;48;0;Underwater;Die langsten Unterwasserhohlensysteme der welt, Oliver Knab;2016;6
324;Beacon Woods - Waynes World System (School Sink);USA;Florida;Pasco;18288,59;18288;48,77;48;0;Underwater;Die langsten Unterwasserhohlensysteme der welt, Oliver Knab;2016;6
155;Hidden River System (Hicks Cave);USA;Kentucky;Hart;33957,16;33957;48,77;48;0;Limestone;Carbide Caver V7I10P111;1998;10
611;M2 Blue;USA;Florida;;10822,00;10822;50,00;50;0;Underwater;Andy Pitkin FB;2022;1
377;Tham Kon Nam/Tham Hang Phung/Tham Luong;Laos;Boualapha;Khammouane;16300,00;16300;50,00;50;0;Limestone;Peter MacNab FB;2009;7
349;Reseau du Rupt du Puits;France;Meuse;Barrois;17400,00;17400;50,00;50;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
